tokens,tags,polarities
"('In', 'terms', 'of', 'the', 'food', 'itself', '--', 'nothing', 'special', ',', 'we', 'limited', 'ourselves', 'to', 'several', 'appetizers', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('i', '""ve""', 'been', 'to', 'sapphire', 'twice', 'and', 'both', 'times', 'the', 'food', 'was', 'fine', ',', 'if', 'not', 'good', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'bill', 'is', 'approximately', '$', '25', 'for', '2', 'at', 'lunch', 'without', 'drinks', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0')","('-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Pizza', 'is', 'terrific', ',', 'as', 'is', 'homemade', 'pasta', '.')","('1', '0', '0', '0', '0', '0', '1', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1')"
"('The', 'Pad', 'thai', ',', 'lad', 'nar', 'and', 'various', 'other', 'dishes', 'all', 'look', 'good', 'on', 'paper', 'but', ',', 'I', '""ve""', 'had', 'better', 'thai', 'food', 'in', 'less', 'asthetically', 'pleasing', 'places', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'porcini', 'mushroom', 'pasta', 'special', 'was', 'tasteless', ',', 'so', 'was', 'the', 'seafood', 'tagliatelle', '.')","('0', '1', '2', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '0', '0', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'soup', 'is', 'pretty', 'good', 'too', '.')","('0', '1', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1')"
"('If', 'you', 'do', '""nt""', 'mind', 'pre-sliced', 'low', 'quality', 'fish', ',', 'unfriendly', 'staff', 'and', 'a', 'sushi', 'chef', 'that', 'looks', 'like', 'he', 'is', 'miserable', 'then', 'this', 'is', 'your', 'place', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('While', 'this', 'is', 'a', 'pretty', 'place', 'in', 'that', 'overly', 'cute', 'French', 'way', ',', 'the', 'food', 'was', 'insultingly', 'horrible', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1')"
"('The', 'noodle', 'and', 'rices', 'dishes', 'taste', 'great', '.')","('0', '1', '2', '2', '2', '0', '0', '0')","('-1', '2', '2', '2', '2', '-1', '-1', '-1')"
"('Restaurant', 'snobs', 'need', 'not', 'bother', ',', 'this', 'is', 'a', 'small', ',', 'neighborhood', 'kind', 'of', 'place', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('I', 'had', 'the', 'Pad', 'Thai', 'and', 'the', 'noodles', 'were', 'sticky', '.')","('0', '0', '0', '1', '2', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1')"
"('The', 'pizza', 'was', 'great', '.')","('0', '1', '0', '0', '0')","('-1', '2', '-1', '-1', '-1')"
"('Great', 'place', 'to', 'grab', 'a', 'hot', 'bagel', 'on', 'the', 'way', 'to', 'work', '.')","('0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Cozy', 'romantic', 'atomosphere', 'with', 'only', 'around', '15', 'tables', 'at', 'most', '.')","('0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('To', 'finish', 'off', 'such', 'a', 'delightful', 'dinner', 'experience', 'you', 'must', 'have', 'dessert', ',', 'especially', 'the', 'White', 'Chocolate', 'Bread', 'Pudding', 'with', 'Gelato', 'and', 'hot', 'chocolate', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('For', 'those', 'prices', 'and', 'the', 'dressed', 'up', 'atmosphere', 'you', 'expect', 'more', 'and', 'should', 'get', 'more', '.')","('0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'staff', 'are', 'attentive', ',', 'and', 'have', 'smiles', 'on', 'their', 'faces', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'understand', 'the', 'area', 'and', 'folks', 'you', 'need', 'not', 'come', 'here', 'for', 'the', 'romantic', ',', 'alluring', 'ambiance', 'or', 'the', 'five', 'star', 'service', 'featuring', 'a', 'sommlier', 'and', 'a', 'complicated', 'maze', 'of', 'captain', 'and', 'back', 'waiters', '-', 'you', 'come', 'for', 'the', 'authentic', 'foods', ',', 'the', 'tastes', ',', 'the', 'experiance', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Lived', 'in', 'Shanghai', 'most', 'of', 'my', 'life', 'and', 'thought', 'the', 'food', 'was', 'comparable', 'to', 'the', 'flagship', 'Green', 'Bo', 'restaurant', 'there', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Probably', 'much', 'busier', 'for', 'lunch', ',', 'it', '""s""', 'seldom', 'crowded', 'for', 'dinner', '-LRB-', 'too', 'close', 'to', 'downtown', '-RRB-', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('my', 'picks', 'are', ':', '-', 'Scallion', 'Pancake', '-LRB-', 'fried', 'with', 'vegetable', 'juice', ',', 'very', 'special', 'and', 'tasty', '-RRB-', '-', 'Guizhou', 'Chicken', '-', 'Shredded', 'Squid', 'Family', 'Style', '-LRB-', 'one', 'of', 'my', 'personal', 'favorites', '-RRB-', '-', 'Sichuan', 'Spicy', 'Soft', 'Shell', 'Crab', '-', 'Shuizhu', 'Fish', '-LRB-', 'this', 'one', 'is', 'for', 'hardcore', 'Sichuan', 'food', 'fans', ',', 'I', 'would', '""nt""', 'recommend', 'to', 'my', 'American', 'friends', 'as', 'it', '""s""', 'very', 'spicy', '.')","('0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '2', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '2', '2', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('good', 'music', ',', 'great', 'food', ',', 'speedy', 'service', 'affordable', 'prices', '.')","('0', '1', '0', '0', '1', '0', '0', '1', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('My', 'turkey', 'burger', 'was', 'not', 'cooked', 'at', 'all', ',', 'my', 'friends', 'salmon', 'was', 'completely', 'raw', '.')","('0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1')"
"('Try', 'the', 'chocolate', 'mud', 'cake', '-LRB-', 'warmed', '-RRB-', 'with', '2', 'scoops', 'of', 'dulce', 'de', 'leche', 'gelato', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '2', '-1')"
"('Luckily', 'we', 'saved', 'room', 'for', 'the', 'BBQ', 'Salmon', ',', 'Sea', 'Bass', 'and', 'Crispy', 'Duck', '.')","('0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '2', '0', '1', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Stick', 'to', 'the', 'gulab', 'jamun', '.')","('0', '0', '0', '1', '2', '0')","('-1', '-1', '-1', '2', '2', '-1')"
"('First', 'off', ',', 'the', 'waitress', 'was', 'completely', 'unattentive', 'the', '2', 'times', 'we', 'saw', 'her', '-LRB-', 'odd', 'in', 'a', 'restaurant', 'with', '6', 'tables', '-RRB-', 'and', 'got', 'our', 'order', 'wrong', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('We', 'visited', 'Bread', 'Bar', 'during', 'January', 'restaurant', 'week', 'and', 'were', 'so', 'pleased', 'with', 'the', 'menu', 'selections', 'and', 'service', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('The', 'drinks', 'are', 'a', 'saving', 'grace', ',', 'but', 'service', 'staff', ',', 'please', ',', 'get', 'over', 'yourselves', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('We', 'have', 'never', 'had', 'any', 'problems', 'with', 'charging', 'the', 'meal', 'or', 'the', 'tip', ',', 'and', 'the', 'food', 'was', 'delivered', 'quickly', ',', 'but', 'we', 'live', 'only', 'a', 'few', 'minutes', 'walk', 'from', 'them', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'service', 'was', 'fast', 'and', 'friendly', 'and', 'the', 'food', 'was', 'very', 'tasty', 'and', 'they', 'had', 'the', 'best', 'hot', 'sauce', 'to', 'add', 'to', 'your', 'meals', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'am', 'amazed', 'by', 'the', 'poor', 'reviews', '-', 'I', 'find', 'this', 'place', 'to', 'be', 'standout', 'Italian', 'in', 'an', 'area', 'flooded', 'with', 'Italian', '-', 'great', 'prices', ',', 'great', 'atmosphere', ',', 'good', 'service', 'and', 'a', 'wonderful', 'wine', 'list', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1')"
"('Unfortunately', ',', 'the', 'food', 'is', 'outstanding', ',', 'but', 'everything', 'else', 'about', 'this', 'restaurant', 'is', 'the', 'pits', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', '$', '300', 'bill', 'was', 'a', 'bit', 'steep', ',', 'but', 'the', 'experience', 'was', 'great', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('While', 'I', 'quite', 'liked', 'the', 'food', 'and', 'the', 'ambience', ',', 'I', '""m""', 'not', 'quite', 'sure', 'if', 'it', 'they', 'really', 'deserve', 'it', 'the', 'Michelin', 'rating', 'they', 'have', 'displayed', 'so', 'prooudly', 'in', 'the', 'window', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'understand', 'the', 'area', 'and', 'folks', 'you', 'need', 'not', 'come', 'here', 'for', 'the', 'romantic', ',', 'alluring', 'ambiance', 'or', 'the', 'five', 'star', 'service', 'featuring', 'a', 'sommlier', 'and', 'a', 'complicated', 'maze', 'of', 'captain', 'and', 'back', 'waiters', '-', 'you', 'come', 'for', 'the', 'authentic', 'foods', ',', 'the', 'tastes', ',', 'the', 'experiance', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'was', 'terrific', 'and', 'the', 'service', 'classy', ',', 'attentive', ',', 'without', 'being', 'overbearing', '.')","('0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('If', 'you', 'want', 'some', 'roast', 'duck', ',', 'pork', 'or', 'chicken', 'on', 'rice', 'with', 'ginger', ',', 'try', 'them', 'out', '!')","('0', '0', '0', '0', '1', '2', '0', '1', '0', '1', '2', '2', '2', '2', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '2', '2', '-1', '-1', '-1', '-1', '-1')"
"('Complimentary', 'stuff', 'kept', 'coming', ',', 'and', 'when', 'the', 'waiter', 'saw', 'me', 'opening', 'a', 'gift', ',', 'I', 'received', 'my', 'dessert', 'on', 'a', 'plate', 'that', 'had', 'Happy', 'Birthday', 'written', 'on', 'it', ',', 'with', 'a', 'candlevery', 'nice', 'touch', ',', 'and', 'attentive', 'staff', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'Halibut', 'was', 'too', 'salty', ',', 'dessert', 'was', 'so', 'so', '-LRB-', 'do', '""nt""', 'waste', 'any', 'of', 'your', 'calories', '-RRB-', 'and', 'service', 'was', 'poor', '.')","('0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'have', 'never', 'better', 'enjoyed', 'humble', 'root', 'vegetables', 'or', 'a', 'mushroom', 'consomme', '-', 'and', 'this', 'chef', 'accomplishes', 'without', 'fats', '.')","('0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '2', '0', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'fish', 'is', 'fresh', 'and', 'each', 'piece', 'is', 'sliced', 'to', 'perfection', 'and', 'seasoned', 'by', 'the', 'sushi', 'chef', '-LRB-', 'usually', 'with', 'a', 'little', 'fresh', 'wasabi', 'and', 'soy', 'sauce', 'but', 'also', 'sometimes', 'with', 'some', 'sea', 'salt', '-RRB-', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '0', '1', '2', '0', '0', '0', '0', '0', '1', '2', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Everything', ',', 'from', 'the', 'soft', 'bread', ',', 'soggy', 'salad', ',', 'and', '50', 'minute', 'wait', 'time', ',', 'with', 'an', 'incredibly', 'rude', 'service', 'to', 'deliver', 'below', 'average', 'food', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('This', 'is', 'the', 'perfect', 'date', 'spot', 'for', 'Williamsburg', 'couples', '.')","('0', '0', '0', '0', '1', '2', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1')"
"('Great', 'food', 'at', 'REASONABLE', 'prices', ',', 'makes', 'for', 'an', 'evening', 'that', 'ca', '""nt""', 'be', 'beat', '!')","('0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('this', 'little', 'place', 'has', 'a', 'cute', 'interior', 'decor', 'and', 'affordable', 'city', 'prices', '.')","('0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1')"
"('They', 'even', 'have', 'a', 'section', 'in', 'the', 'menu', 'called', 'American', 'Chinese', 'food', '!')","('0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1')"
"('The', 'service', 'was', 'impeccable', 'and', 'unobtrusive', '--', 'the', 'staff', 'knows', 'what', 'they', 'are', 'there', 'to', 'do', '--', 'to', 'know', 'their', 'menu', ',', 'present', 'your', 'meal', ',', 'and', 'attend', 'to', 'your', 'needs', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'is', 'good', ',', 'especially', 'their', 'more', 'basic', 'dishes', ',', 'and', 'the', 'drinks', 'are', 'delicious', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'ambience', 'is', 'very', 'calm', 'and', 'quiet', '.')","('0', '1', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'was', 'delicious', 'and', 'the', 'waiter', 'was', 'incredibly', 'helpful', 'and', 'attentive', '-LRB-', 'considering', 'we', 'were', 'the', 'only', 'ones', 'there', 'for', 'the', 'first', 'hour', '-RRB-', '.')","('0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('But', 'do', '""nt""', 'ever', 'order', 'bacon', 'late', 'at', 'nite', '-LRB-', 'either', 'platter', 'or', 'in', 'sandwiches', ',', 'for', 'that', 'matter', 'do', '""nt""', 'from', 'any', 'take', 'out', 'place', '-RRB-', 'as', 'it', 'is', 'from', 'the', 'morning', 'frying', 'turns', 'out', 'hard', 'almost', 'like', 'bacos', ',', 'hurt', 'my', 'molars', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
